"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Este caso de prueba cubre el flujo End-to-End (E2E) de la reserva de un servicio:
1. Login silencioso y navegación a la pestaña de Servicios.
2. Búsqueda filtrada por Destino (Bariloche) y Tipo (Excursión).
3. Validación de la interfaz (UI) en las cards de resultados y el detalle interno.
4. Selección de cantidad de pasajeros.
5. Confirmación de reserva y validación final comprobando que el carrito sume 4 ítems.
6. Flujo de Finalización de Compra (Checkout) y carga de datos del pasajero.
","106071","test_reserva_servicio_flujo_completo","web.inicio","Thu May 07 13:02:16 UTC 2026","failed","Thu May 07 13:04:02 UTC 2026","","servicios","",""
"
Este caso de prueba cubre el flujo End-to-End de un paquete Multidestino:
1. Búsqueda de 'Triángulo Argentino'.
2. Selección de fechas, pasajeros y distribución de habitaciones.
3. Personalización del itinerario (Quitar y Agregar servicios opcionales).
4. Cambio de idioma de un servicio y validación de recargo en el precio.
5. Carga de datos de vuelo, pasajeros y confirmación de la reserva.
6. Validación en tabla de reservas.
","82858","test_reserva_multidestino","web.multidestino","Thu May 07 13:10:21 UTC 2026","passed","Thu May 07 13:11:44 UTC 2026","","multidestino","",""
"
Este caso de prueba cubre el flujo completo de Tarifario - Cenashow:
1. Navegación y búsqueda con destino Cachi.
2. Validación de estados del botón Ver/Cerrar Tarifario con capturas.
3. Validación de modal Proveedores (usando selector btn-download-word).
4. Validación de modal Detalle (idéntico a Hoteles).
5. Validación de Tooltips al final del flujo.
","40581","test_tarifario_cenashow","web.tarifario","Thu May 07 13:08:37 UTC 2026","passed","Thu May 07 13:09:18 UTC 2026","","cenashow","",""
"
Este caso de prueba cubre el flujo completo de Tarifario - Excursiones:
1. Login y navegación a Excursiones.
2. Búsqueda con destino Cachi.
3. Validación del estado inicial del botón Ver Tarifario.
4. Apertura del panel principal, sub-grupos (si existen) y validación de la tabla.
5. Cierre del panel y validación del retorno al estado inicial.
6. Validación Independiente del modal ""Ver Proveedores"".
7. Validación Independiente del modal ""Ver Detalle"".
8. Validación Independiente de Tooltips (Duración, Idiomas, Operatividad) al final del flujo.
","44975","test_tarifario","web.tarifario","Thu May 07 13:06:00 UTC 2026","passed","Thu May 07 13:06:45 UTC 2026","","excursiones","",""
"
Este caso de prueba cubre el flujo completo de Tarifario - Hoteles:
1. Login y navegación a la solapa Hoteles.
2. Búsqueda con destino Cachi.
3. Validación estática del Tag ""Hotel Recomendado"" (Antes de alterar el scroll).
4. Validación del estado inicial del botón Ver Tarifario.
5. Apertura del panel principal, sub-acordeón de habitaciones y validación de la tabla de tarifas.
6. Cierre del panel y validación del retorno al estado inicial.
7. Validación Independiente del modal ""Ver Proveedores"".
8. Validación Independiente del modal ""Ver Detalle"".
","49640","test_tarifario_hoteles","web.tarifario","Thu May 07 13:06:53 UTC 2026","passed","Thu May 07 13:07:42 UTC 2026","","t_hoteles","",""
"","27803","test_tarifario_ofertas","web.tarifario","Thu May 07 13:09:47 UTC 2026","passed","Thu May 07 13:10:14 UTC 2026","","t_ofertas","",""
"
Este caso de prueba cubre el flujo de Tarifario - Cruceros:
1. Login y navegación a Cruceros.
2. Búsqueda con destino Ushuaia.
3. Validación de ciclo de vida del botón Ver/Cerrar Tarifario.
4. Validación de la tabla de tarifas.
5. Validación de modales (Proveedores y Detalle).
","14508","test_tarifario_cruceros","web.tarifario","Thu May 07 13:09:25 UTC 2026","failed","Thu May 07 13:09:39 UTC 2026","","cruceros","",""
"
Este caso de prueba cubre el flujo End-to-End (E2E) de la reserva de un hotel:
1. Búsqueda interactiva por destino (Bariloche) y selección en calendario.
2. Configuración compleja de pasajeros (adultos y menores con asignación de edad).
3. Aplicación de múltiples filtros laterales concurrentes (Zona, Tipo, Amenities).
4. Validación visual y funcional de la card del hotel y la vista de detalle interno.
5. Suma de habitaciones y confirmación final de la reserva validando el alert de éxito.
","59414","test_reserva_hotel_flujo_completo","web.inicio","Thu May 07 13:01:09 UTC 2026","failed","Thu May 07 13:02:08 UTC 2026","","hoteles","",""
"
Este caso de prueba cubre el flujo End-to-End (E2E) de la cotización de un circuito (Oferta):
1. Login silencioso y navegación a la pestaña de Ofertas.
2. Ingreso de fecha dinámica (hoy + 7 días) y cierre del calendario.
3. Uso de los selectores para parámetros de viaje y habitación.
4. Validación de la estructura HTML.
5. Avance a la pantalla final y validación visual de la tabla de cotizaciones.
","43405","test_ofertas","web.inicio","Thu May 07 13:04:12 UTC 2026","passed","Thu May 07 13:04:56 UTC 2026","","ofertas","",""
"
Este caso de prueba cubre el flujo completo de Tarifario - Paquetes:
1. Login y navegación a la solapa Paquetes.
2. Búsqueda con destino Buenos Aires.
3. Validación del estado inicial del botón Ver Tarifario.
4. Apertura del panel principal, sub-acordeón de habitaciones y validación de la tabla de tarifas.
5. Cierre del panel y validación del retorno al estado inicial.
6. Validación Independiente del botón de Descarga de archivo (y existencia del archivo en la carpeta de descargas).
7. Validación Independiente del modal ""Ver Detalle"".
","49488","test_tarifario_hoteles","web.tarifario","Thu May 07 13:05:03 UTC 2026","passed","Thu May 07 13:05:53 UTC 2026","","paquetes","",""
