"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Este caso de prueba valida el acceso principal al BackOffice (BO).
Es un flujo BLOQUEANTE ya que el resto de las pruebas E2E del BO dependen de una sesión válida.
1. Navegación a qa.bo.amv.travel/login.
2. Inyección de credenciales seguras mediante GitHub Secrets.
3. Click en ingresar.
4. Validación de ingreso exitoso comprobando que la URL cambie a /main.
","6615","test_login_bo_admin","bo","Wed May 27 21:40:08 UTC 2026","passed","Wed May 27 21:40:14 UTC 2026","","bo_login_admin","",""
"
Este caso de prueba cubre el flujo End-to-End (E2E) de la reserva de un hotel:
1. Búsqueda interactiva por destino (Bariloche) y selección en calendario.
2. Configuración compleja de pasajeros (adultos y menores con asignación de edad).
3. Aplicación de múltiples filtros laterales concurrentes (Zona, Tipo, Amenities).
4. Validación visual y funcional de la card del hotel y la vista de detalle interno.
5. Suma de habitaciones y confirmación final de la reserva validando el alert de éxito.
","59708","test_reserva_hotel_flujo_completo","web.inicio","Wed May 27 21:32:24 UTC 2026","failed","Wed May 27 21:33:24 UTC 2026","","hoteles","",""
"
Este caso de prueba cubre el flujo completo de Tarifario - Hoteles:
1. Login y navegación a la solapa Hoteles.
2. Búsqueda con destino Cachi.
3. Validación estática del Tag ""Hotel Recomendado"" (Antes de alterar el scroll).
4. Validación del estado inicial del botón Ver Tarifario.
5. Apertura del panel principal, sub-acordeón de habitaciones y validación de la tabla de tarifas.
6. Cierre del panel y validación del retorno al estado inicial.
7. Validación Independiente del modal ""Ver Proveedores"".
8. Validación Independiente del modal ""Ver Detalle"".
","41694","test_tarifario_hoteles","web.tarifario","Wed May 27 21:36:11 UTC 2026","passed","Wed May 27 21:36:52 UTC 2026","","t_hoteles","",""
"
Este caso de prueba cubre el flujo completo de Tarifario - Traslados:
1. Navegación y búsqueda con destino Cachi.
2. Validación de estados del botón Ver/Cerrar Tarifario con capturas.
3. Validación de modal Proveedores (usando selector btn-download-word).
4. Validación de modal Detalle (idéntico a Hoteles).
5. Validación de Tooltips al final del flujo.
","30668","test_tarifario_traslados","web.tarifario","Wed May 27 21:36:59 UTC 2026","passed","Wed May 27 21:37:29 UTC 2026","","traslados","",""
"
Este caso de prueba cubre el flujo completo de Tarifario - Cenashow:
1. Navegación y búsqueda con destino Cachi.
2. Validación de estados del botón Ver/Cerrar Tarifario con capturas.
3. Validación de modal Proveedores (usando selector btn-download-word).
4. Validación de modal Detalle (idéntico a Hoteles).
5. Validación de Tooltips al final del flujo.
","29944","test_tarifario_cenashow","web.tarifario","Wed May 27 21:37:36 UTC 2026","passed","Wed May 27 21:38:06 UTC 2026","","cenashow","",""
"","37032","test_crear_orden_cobro","bo","Wed May 27 21:40:36 UTC 2026","broken","Wed May 27 21:41:13 UTC 2026","","crear_oc","",""
"","10726","test_login_admin","web.inicio","Wed May 27 21:32:00 UTC 2026","passed","Wed May 27 21:32:11 UTC 2026","","login_admin","",""
"
Este caso de prueba cubre el flujo de Tarifario - Cruceros:
1. Login y navegación a Cruceros.
2. Búsqueda con destino Ushuaia.
3. Validación de ciclo de vida del botón Ver/Cerrar Tarifario.
4. Validación de la tabla de tarifas.
5. Validación de modales (Proveedores y Detalle).
","21059","test_tarifario_cruceros","web.tarifario","Wed May 27 21:38:12 UTC 2026","failed","Wed May 27 21:38:33 UTC 2026","","cruceros","",""
"
Este caso de prueba cubre el flujo completo de Tarifario - Excursiones:
1. Login y navegación a Excursiones.
2. Búsqueda con destino Cachi.
3. Validación del estado inicial del botón Ver Tarifario.
4. Apertura del panel principal, sub-grupos (si existen) y validación de la tabla.
5. Cierre del panel y validación del retorno al estado inicial.
6. Validación Independiente del modal ""Ver Proveedores"".
7. Validación Independiente del modal ""Ver Detalle"".
8. Validación Independiente de Tooltips (Duración, Idiomas, Operatividad) al final del flujo.
","37624","test_tarifario","web.tarifario","Wed May 27 21:35:27 UTC 2026","passed","Wed May 27 21:36:04 UTC 2026","","excursiones","",""
"","30841","test_tarifario_ofertas","web.tarifario","Wed May 27 21:38:40 UTC 2026","failed","Wed May 27 21:39:11 UTC 2026","","t_ofertas","",""
"
Este caso de prueba valida el acceso principal al BackOffice (BO).
Es un flujo BLOQUEANTE ya que el resto de las pruebas E2E del BO dependen de una sesión válida.
1. Navegación a qa.bo.amv.travel/login.
2. Inyección de credenciales seguras mediante GitHub Secrets.
3. Click en ingresar.
4. Validación de ingreso exitoso comprobando que la URL cambie a /main.
","2506","test_login_bo_admin","bo","Wed May 27 21:40:15 UTC 2026","passed","Wed May 27 21:40:17 UTC 2026","","login_noadmin","",""
