"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Este caso de prueba cubre el flujo completo de Tarifario - Traslados:
1. Navegación y búsqueda con destino Cachi.
2. Validación de estados del botón Ver/Cerrar Tarifario con capturas.
3. Validación de modal Proveedores (usando selector btn-download-word).
4. Validación de modal Detalle (idéntico a Hoteles).
5. Validación de Tooltips al final del flujo.
","100767","test_tarifario_traslados","tarifario","Thu May 07 12:26:38 UTC 2026","passed","Thu May 07 12:28:19 UTC 2026","","traslados","",""
"
Este caso de prueba cubre el flujo End-to-End (E2E) de la cotización de un circuito (Oferta):
1. Login silencioso y navegación a la pestaña de Ofertas.
2. Ingreso de fecha dinámica (hoy + 7 días) y cierre del calendario.
3. Uso de los selectores para parámetros de viaje y habitación.
4. Validación de la estructura HTML.
5. Avance a la pantalla final y validación visual de la tabla de cotizaciones.
","86042","test_ofertas","inicio","Thu May 07 12:19:32 UTC 2026","failed","Thu May 07 12:20:58 UTC 2026","","ofertas","",""
"
Este caso de prueba cubre el flujo completo de Tarifario - Cenashow:
1. Navegación y búsqueda con destino Cachi.
2. Validación de estados del botón Ver/Cerrar Tarifario con capturas.
3. Validación de modal Proveedores (usando selector btn-download-word).
4. Validación de modal Detalle (idéntico a Hoteles).
5. Validación de Tooltips al final del flujo.
","81331","test_tarifario_cenashow","tarifario","Thu May 07 12:28:29 UTC 2026","passed","Thu May 07 12:29:50 UTC 2026","","cenashow","",""
"
Este caso de prueba cubre el flujo completo de Tarifario - Excursiones:
1. Login y navegación a Excursiones.
2. Búsqueda con destino Cachi.
3. Validación del estado inicial del botón Ver Tarifario.
4. Apertura del panel principal, sub-grupos (si existen) y validación de la tabla.
5. Cierre del panel y validación del retorno al estado inicial.
6. Validación Independiente del modal ""Ver Proveedores"".
7. Validación Independiente del modal ""Ver Detalle"".
8. Validación Independiente de Tooltips (Duración, Idiomas, Operatividad) al final del flujo.
","111038","test_tarifario","tarifario","Thu May 07 12:22:56 UTC 2026","passed","Thu May 07 12:24:47 UTC 2026","","excursiones","",""
"","50417","test_tarifario_ofertas","tarifario","Thu May 07 12:30:24 UTC 2026","passed","Thu May 07 12:31:15 UTC 2026","","t_ofertas","",""
"
Este caso de prueba cubre el flujo completo de Tarifario - Paquetes:
1. Login y navegación a la solapa Paquetes.
2. Búsqueda con destino Buenos Aires.
3. Validación del estado inicial del botón Ver Tarifario.
4. Apertura del panel principal, sub-acordeón de habitaciones y validación de la tabla de tarifas.
5. Cierre del panel y validación del retorno al estado inicial.
6. Validación Independiente del botón de Descarga de archivo (y existencia del archivo en la carpeta de descargas).
7. Validación Independiente del modal ""Ver Detalle"".
","99985","test_tarifario_hoteles","tarifario","Thu May 07 12:21:07 UTC 2026","failed","Thu May 07 12:22:47 UTC 2026","","paquetes","",""
"
Este caso de prueba cubre el flujo de Tarifario - Cruceros:
1. Login y navegación a Cruceros.
2. Búsqueda con destino Ushuaia.
3. Validación de ciclo de vida del botón Ver/Cerrar Tarifario.
4. Validación de la tabla de tarifas.
5. Validación de modales (Proveedores y Detalle).
","18625","test_tarifario_cruceros","tarifario","Thu May 07 12:29:58 UTC 2026","failed","Thu May 07 12:30:17 UTC 2026","","cruceros","",""
"
Este caso de prueba valida el acceso principal al sistema web de reservas con perfil Agencia.
1. Navegación a qa.amv.travel.
2. Inyección de credenciales seguras mediante GitHub Secrets.
3. Validación de ingreso exitoso al portal interno.
4. Validación de perfil Agencia comprobando la NO existencia de los selectores de simulación de agencia.
","19663","test_login_agencia","inicio","Thu May 07 12:15:23 UTC 2026","passed","Thu May 07 12:15:43 UTC 2026","","login_agencia","",""
"
Este caso de prueba cubre el flujo End-to-End de un paquete Multidestino:
1. Búsqueda de 'Triángulo Argentino'.
2. Selección de fechas, pasajeros y distribución de habitaciones.
3. Personalización del itinerario (Quitar y Agregar servicios opcionales).
4. Cambio de idioma de un servicio y validación de recargo en el precio.
5. Carga de datos de vuelo, pasajeros y confirmación de la reserva.
6. Validación en tabla de reservas.
","107867","test_reserva_multidestino","multidestino","Thu May 07 12:31:23 UTC 2026","passed","Thu May 07 12:33:11 UTC 2026","","multidestino","",""
"
Este caso de prueba valida el acceso principal al sistema web de reservas con perfil Administrador.
Es un flujo BLOQUEANTE ya que el resto de las pruebas E2E dependen de una sesión válida con permisos elevados.
1. Navegación a qa.amv.travel.
2. Inyección de credenciales seguras mediante GitHub Secrets.
3. Validación de ingreso exitoso al portal interno.
4. Validación de perfil Admin comprobando la existencia de los selectores de simulación de agencia.
","21935","test_login_admin","inicio","Thu May 07 12:15:01 UTC 2026","passed","Thu May 07 12:15:23 UTC 2026","","login_admin","",""
